IDCliente,Genero,Idoso,PossuiParceiro,PossuiDependentes,MesesDeServico,ServicoTelefonico,MultiplasLinhas,TipoInternet,SegurancaOnline,BackupOnline,ProtecaoDispositivo,SuporteTecnico,StreamingTV,StreamingFilmes,TipoContrato,FaturaDigital,MetodoPagamento,CobrancaMensal,CobrancaTotal,Cancelou
9633-DENPU,Feminino,0,Sim,Não,47,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,TransferenciaBancariaAutomatica,58.6,2723.4,Não
5480-XTFFL,Feminino,0,Sim,Sim,31,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,21.0,697.7,Não
7803-XOCCZ,Feminino,0,Sim,Sim,52,Sim,Não,FibraOptica,Sim,Não,Sim,Sim,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,84.05,4326.8,Não
6549-BTYPG,Feminino,0,Sim,Não,60,Não,SemServicoTelefonico,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Não,CartaoCreditoAutomatico,60.8,3603.45,Não
9114-AAFQH,Feminino,0,Sim,Não,48,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Sim,Anual,Sim,ChequeEletronico,65.65,3094.65,Não
3572-UUHRS,Masculino,0,Não,Não,45,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,TransferenciaBancariaAutomatica,18.85,867.3,Não
7666-WKRON,Feminino,0,Não,Não,39,Sim,Não,FibraOptica,Não,Não,Sim,Sim,Não,Não,Bienal,Sim,ChequeEletronico,80.45,3201.55,Sim
5192-EBGOV,Feminino,1,Não,Não,1,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,85.7,85.7,Sim
6502-MJQAE,Masculino,0,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,69.6,69.6,Sim
6400-BWQKW,Feminino,0,Não,Não,6,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,79.05,434.5,Sim
5928-QLDHB,Masculino,0,Não,Não,9,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,76.25,684.85,Não
4376-KFVRS,Masculino,0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,114.05,8468.2,Não
3528-HFRIQ,Masculino,1,Sim,Não,71,Não,SemServicoTelefonico,DSL,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,TransferenciaBancariaAutomatica,52.3,3765.05,Não
2718-YSKCS,Masculino,0,Sim,Sim,71,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,TransferenciaBancariaAutomatica,19.6,1387.45,Não
2434-EEVDB,Feminino,0,Sim,Não,64,Sim,Sim,FibraOptica,Sim,Não,Sim,Não,Sim,Não,Bienal,Sim,CartaoCreditoAutomatico,94.6,5948.7,Não
6506-EYCNH,Feminino,0,Sim,Sim,28,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,TransferenciaBancariaAutomatica,19.55,543.8,Não
3396-DKDEL,Feminino,0,Sim,Sim,70,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,115.15,8250.0,Não
3269-ATYWD,Masculino,1,Não,Não,39,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,TransferenciaBancariaAutomatica,95.65,3759.05,Sim
1159-WFSGR,Feminino,0,Sim,Sim,16,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeEletronico,20.4,321.4,Não
9835-ZIITK,Masculino,1,Sim,Não,66,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,ChequeEletronico,110.85,7491.75,Sim
9279-CJEOJ,Feminino,1,Não,Não,21,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,TransferenciaBancariaAutomatica,95.4,2025.1,Não
4720-VSTSI,Feminino,0,Não,Não,44,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,84.8,3862.55,Sim
1360-JYXKQ,Feminino,1,Sim,Não,54,Sim,Não,FibraOptica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,ChequeEletronico,99.1,5437.1,Não
8388-FYNPZ,Masculino,0,Não,Não,4,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Não,ChequeEletronico,56.75,245.15,Não
7868-TMWMZ,Feminino,1,Sim,Não,60,Sim,Não,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,110.0,6668.35,Não
3466-RITXD,Masculino,0,Não,Não,26,Sim,Sim,FibraOptica,Sim,Sim,Não,Não,Sim,Não,Mensal,Sim,CartaoCreditoAutomatico,92.4,2349.8,Não
6427-FEFIG,Feminino,0,Sim,Sim,24,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Bienal,Não,CartaoCreditoAutomatico,78.6,1846.65,Não
6518-PPLMZ,Masculino,0,Sim,Sim,53,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,ChequeCorreio,19.4,1110.35,Não
6762-NSODU,Feminino,0,Sim,Sim,46,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,CartaoCreditoAutomatico,19.4,958.15,Não
4355-CVPVS,Feminino,0,Sim,Sim,56,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Sim,Anual,Não,TransferenciaBancariaAutomatica,88.9,4968.0,Não
7629-WIXZF,Feminino,0,Não,Não,7,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Anual,Sim,ChequeEletronico,59.1,369.25,Não
3049-NDXFL,Feminino,0,Não,Não,1,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Não,ChequeCorreio,85.8,85.8,Sim
3566-HJGPK,Masculino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,45.55,45.55,Não
1460-UZPRJ,Masculino,0,Sim,Não,60,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,19.95,1258.15,Não
3712-PKXZA,Masculino,0,Sim,Não,61,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,CartaoCreditoAutomatico,20.55,1252.0,Não
1623-NLDOT,Feminino,0,Sim,Não,42,Não,SemServicoTelefonico,DSL,Não,Sim,Não,Sim,Não,Não,Anual,Não,ChequeCorreio,33.55,1445.3,Sim
5171-EPLKN,Masculino,0,Não,Não,27,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,CartaoCreditoAutomatico,19.85,470.0,Não
5569-KGJHX,Feminino,0,Sim,Sim,9,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,TransferenciaBancariaAutomatica,85.35,754.65,Sim
7463-IFMQU,Feminino,0,Sim,Não,72,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,20.05,1423.65,Não
3178-CIFOT,Feminino,0,Não,Não,23,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,CartaoCreditoAutomatico,19.65,478.1,Não
1095-JUDTC,Feminino,1,Não,Não,47,Sim,Sim,FibraOptica,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,ChequeEletronico,95.05,4504.55,Sim
3719-TDVQB,Feminino,1,Sim,Não,54,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,ChequeCorreio,18.95,1031.1,Não
4929-XIHVW,Masculino,1,Sim,Não,2,Sim,Não,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,95.5,181.65,Não
8106-GWQOK,Masculino,0,Sim,Não,38,Não,SemServicoTelefonico,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,60.0,2193.2,Não
4128-ETESU,Feminino,1,Sim,Não,47,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,ChequeEletronico,99.7,4747.2,Não
0661-WCQNQ,Masculino,0,Sim,Não,22,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,CartaoCreditoAutomatico,56.25,1292.2,Não
4927-WWOOZ,Masculino,0,Sim,Não,2,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,ChequeEletronico,91.45,171.45,Não
7564-GHCVB,Feminino,0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Não,Não,Bienal,Não,TransferenciaBancariaAutomatica,79.05,5730.7,Não
3445-HXXGF,Masculino,1,Sim,Não,58,Não,SemServicoTelefonico,DSL,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,ChequeEletronico,45.3,2651.2,Sim
6670-MFRPK,Masculino,0,Sim,Sim,69,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Não,Não,Bienal,Sim,CartaoCreditoAutomatico,79.2,5420.65,Não
6890-PFRQX,Masculino,0,Não,Não,18,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Não,Mensal,Não,ChequeCorreio,69.5,1199.4,Não
1552-CZCLL,Feminino,0,Sim,Sim,55,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,CartaoCreditoAutomatico,20.0,1087.25,Não
2014-MKGMH,Feminino,0,Não,Não,46,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,ChequeEletronico,101.1,4674.4,Não
0303-WMMRN,Masculino,0,Não,Não,5,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,ChequeCorreio,19.25,86.05,Não
3806-DXQOM,Feminino,0,Não,Não,4,Não,SemServicoTelefonico,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,33.65,137.85,Sim
1724-BQUHA,Masculino,1,Não,Não,5,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,89.5,477.7,Sim
2580-ATZSQ,Feminino,0,Sim,Sim,65,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,TransferenciaBancariaAutomatica,61.35,3874.1,Não
7945-PRBVF,Masculino,0,Não,Não,35,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,21.45,705.45,Não
3898-GUYTS,Feminino,1,Não,Não,45,Sim,Sim,FibraOptica,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,ChequeEletronico,97.05,4385.05,Não
2832-SCUCO,Feminino,0,Não,Não,2,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeEletronico,19.9,57.4,Não
9779-DPNEJ,Feminino,0,Sim,Sim,22,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,80.15,1790.65,Não
4915-BFSXL,Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Não,Bienal,Não,CartaoCreditoAutomatico,68.95,4858.7,Não
5018-LXQQG,Feminino,0,Sim,Sim,30,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Mensal,Não,TransferenciaBancariaAutomatica,66.3,1923.5,Não
1698-XFZCI,Masculino,0,Não,Não,61,Sim,Sim,FibraOptica,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,ChequeEletronico,107.75,6521.9,Não
1872-EBWSC,Feminino,0,Não,Não,29,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeCorreio,20.35,617.35,Não
4446-BZKHU,Masculino,0,Sim,Não,61,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,105.55,6281.45,Sim
4607-CHPCA,Masculino,0,Sim,Sim,25,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Sim,Anual,Sim,ChequeEletronico,90.4,2178.6,Sim
9475-NNDGC,Masculino,0,Sim,Não,71,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,TransferenciaBancariaAutomatica,113.15,7953.25,Não
3841-CONLJ,Feminino,0,Sim,Não,1,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Não,ChequeEletronico,35.0,35.0,Não
2294-DMMUS,Feminino,0,Sim,Sim,62,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,70.45,4300.45,Não
5921-NGYRH,Masculino,0,Sim,Não,64,Sim,Não,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,73.55,4764.0,Não
1897-OKVMW,Feminino,0,Sim,Sim,64,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,ChequeCorreio,90.6,5817.45,Não
5117-IFGPS,Masculino,1,Sim,Não,29,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,84.3,2357.75,Não
3866-MDTUB,Feminino,0,Não,Não,2,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,70.75,146.9,Sim
1194-SPVSP,Masculino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,TransferenciaBancariaAutomatica,19.65,19.65,Não
6905-NIQIN,Masculino,0,Não,Não,1,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,ChequeCorreio,50.65,50.65,Sim
6813-GZQCG,Feminino,0,Sim,Sim,45,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,CartaoCreditoAutomatico,24.65,1171.3,Não
9896-UYMIE,Masculino,0,Não,Não,66,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,TransferenciaBancariaAutomatica,114.3,7383.7,Não
8849-GYOKR,Feminino,0,Sim,Não,54,Sim,Sim,FibraOptica,Sim,Sim,Não,Não,Sim,Sim,Anual,Não,TransferenciaBancariaAutomatica,106.55,5763.3,Sim
5816-JMLGY,Feminino,0,Sim,Sim,70,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,80.4,5717.85,Não
3990-QYKBE,Masculino,1,Sim,Não,37,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,92.5,3473.4,Sim
6161-UUUTA,Masculino,1,Não,Não,3,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,79.9,260.9,Sim
0396-UKGAI,Masculino,0,Não,Sim,23,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,55.3,1284.2,Não
0512-FLFDW,Feminino,1,Sim,Não,60,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,CartaoCreditoAutomatico,100.5,6029.0,Não
2946-KIQSP,Feminino,0,Não,Não,35,Não,SemServicoTelefonico,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,ChequeCorreio,33.45,1175.85,Não
0187-WZNAB,Feminino,0,Sim,Sim,27,Sim,Não,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,ChequeCorreio,74.4,1972.35,Não
6867-ACCZI,Feminino,0,Sim,Sim,24,Não,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Sim,ChequeCorreio,52.5,1208.15,Não
7024-OHCCK,Feminino,1,Não,Não,2,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,93.85,170.85,Sim
6481-OGDOO,Masculino,0,Sim,Não,67,Sim,Não,FibraOptica,Sim,Sim,Não,Não,Não,Sim,Anual,Sim,CartaoCreditoAutomatico,90.6,6056.15,Sim
7377-DMMRI,Masculino,0,Não,Não,2,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,47.8,92.45,Sim
1963-VAUKV,Feminino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.4,20.4,Sim
5919-TMRGD,Feminino,0,Não,Sim,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,79.35,79.35,Sim
6994-ORCWG,Feminino,0,Não,Não,14,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Anual,Sim,ChequeCorreio,54.25,773.2,Não
5144-TVGLP,Masculino,1,Não,Não,38,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,ChequeEletronico,94.75,3653.0,Não
0328-GRPMV,Feminino,0,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,70.1,70.1,Sim
2905-KFQUV,Feminino,0,Sim,Não,2,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,70.4,154.8,Não
8637-XJIVR,Feminino,0,Não,Não,12,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,78.95,927.35,Sim
5150-LJNSR,Masculino,0,Sim,Sim,31,Sim,Sim,FibraOptica,Sim,Não,Sim,Não,Sim,Não,Anual,Não,TransferenciaBancariaAutomatica,98.05,3082.1,Não
4826-DXMUP,Masculino,0,Não,Sim,35,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,ChequeCorreio,72.1,2495.15,Não
3518-FSTWG,Masculino,1,Sim,Não,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,109.55,7920.7,Não
2929-ERCFZ,Feminino,0,Sim,Sim,8,Sim,Não,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,94.2,777.3,Sim
1455-UGQVH,Masculino,0,Sim,Não,10,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,98.5,1037.75,Sim
8485-GJCDN,Feminino,1,Não,Não,5,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,69.05,318.5,Sim
0459-SPZHJ,Masculino,0,Sim,Sim,63,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Não,CartaoCreditoAutomatico,83.5,5435.0,Não
2169-RRLFW,Feminino,0,Sim,Não,71,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,CartaoCreditoAutomatico,25.6,1888.25,Não
8818-DOPVL,Feminino,1,Não,Não,46,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,104.45,4863.85,Não
1207-BLKSA,Feminino,0,Sim,Sim,52,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,23.05,1255.1,Não
7593-XFKDI,Masculino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeCorreio,46.3,46.3,Sim
5393-RXQSZ,Masculino,0,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Não,ChequeEletronico,79.6,79.6,Sim
5183-KLYEM,Feminino,0,Não,Não,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,112.75,8192.6,Não
0923-PNFUB,Feminino,0,Não,Não,3,Sim,Não,FibraOptica,Não,Sim,Não,Não,Sim,Não,Mensal,Não,ChequeEletronico,83.75,247.25,Sim
4134-BSXLX,Masculino,0,Sim,Não,28,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Não,ChequeCorreio,60.9,1785.65,Não
1452-XRSJV,Feminino,0,Sim,Sim,39,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,CartaoCreditoAutomatico,51.05,2066.0,Não
4213-HKBJO,Feminino,0,Não,Não,33,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,CartaoCreditoAutomatico,25.7,826.1,Não
7750-EYXWZ,Feminino,0,Não,Não,12,Não,SemServicoTelefonico,DSL,Não,Sim,Sim,Sim,Sim,Sim,Anual,Não,ChequeEletronico,60.65,743.3,Não
7180-PISOG,Masculino,0,Sim,Sim,1,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,74.5,74.5,Sim
1356-MKYSK,Masculino,0,Não,Não,6,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,CartaoCreditoAutomatico,78.65,483.3,Não
1212-GLHMD,Masculino,0,Não,Não,3,Sim,Não,FibraOptica,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeCorreio,86.05,244.85,Não
7228-OMTPN,Masculino,0,Não,Não,4,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,88.45,370.65,Sim
7682-AZNDK,Masculino,0,Sim,Sim,34,Sim,Não,FibraOptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,ChequeEletronico,89.85,3091.75,Não
6286-SUUWT,Masculino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,19.95,19.95,Não
3500-RMZLT,Feminino,1,Não,Não,15,Sim,Não,FibraOptica,Sim,Não,Sim,Sim,Não,Sim,Mensal,Sim,ChequeCorreio,96.3,1426.75,Sim
4729-XKASR,Masculino,0,Não,Sim,1,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,24.75,24.75,Sim
8364-TRMMK,Feminino,0,Não,Não,3,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,50.65,151.3,Sim
1000-AJSLD,Masculino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,ChequeCorreio,20.1,20.1,Sim
4393-OBCRR,Feminino,0,Não,Não,3,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeCorreio,20.25,71.2,Não
0942-KOWSM,Feminino,0,Sim,Sim,30,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Não,TransferenciaBancariaAutomatica,80.8,2369.3,Não
0870-VEMYL,Feminino,0,Não,Não,5,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,CartaoCreditoAutomatico,53.85,259.8,Sim
3454-JFUBC,Masculino,1,Não,Não,68,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,CartaoCreditoAutomatico,20.0,1396.0,Não
2592-YKDIF,Feminino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.35,20.35,Não
6941-PMGEP,Feminino,0,Não,Não,5,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,80.0,412.5,Sim
0511-JTEOY,Feminino,0,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeCorreio,71.1,71.1,Sim
4323-ELYYB,Masculino,0,Sim,Sim,13,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeCorreio,20.0,218.55,Não
9500-LTVBP,Feminino,0,Não,Não,35,Sim,Sim,FibraOptica,Não,Não,Não,Sim,Não,Não,Mensal,Não,CartaoCreditoAutomatico,80.05,2835.9,Não
8120-JDCAM,Masculino,0,Sim,Sim,4,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,69.55,284.9,Não
1335-NTIUC,Masculino,0,Não,Não,9,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,24.95,190.25,Não
6563-VNPMN,Feminino,1,Não,Não,45,Sim,Não,FibraOptica,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,85.7,3778.1,Não
0668-OGMHD,Feminino,0,Sim,Não,21,Não,SemServicoTelefonico,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,28.5,629.35,Não
0311-UNPFF,Feminino,0,Não,Não,26,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,TransferenciaBancariaAutomatica,88.8,2274.35,Sim
9282-IZGQK,Feminino,0,Não,Não,1,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,85.0,85.0,Sim
4695-WJZUE,Feminino,1,Não,Não,2,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,ChequeEletronico,88.55,179.25,Sim
